"Tarih","Saat","Toplam (MWh)","Doðal Gaz","Barajlý","Linyit","Akarsu","Ýthal Kömür","Rüzgar","Güneþ","Fuel Oil","Jeotermal","Asfaltit Kömür","Taþ Kömür","Biyokütle","Nafta","LNG","Uluslararasý","Atýk Isý"
"03.08.2021","01:00","6,80","0,00","0,00","0,00","0,00","0,00","6,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","02:00","7,10","0,00","0,00","0,00","0,00","0,00","7,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","03:00","7,10","0,00","0,00","0,00","0,00","0,00","7,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","04:00","6,70","0,00","0,00","0,00","0,00","0,00","6,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","05:00","6,40","0,00","0,00","0,00","0,00","0,00","6,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","06:00","7,40","0,00","0,00","0,00","0,00","0,00","7,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","07:00","6,20","0,00","0,00","0,00","0,00","0,00","6,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","08:00","2,90","0,00","0,00","0,00","0,00","0,00","2,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","09:00","1,20","0,00","0,00","0,00","0,00","0,00","1,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","10:00","9,30","0,00","0,00","0,00","0,00","0,00","9,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","11:00","10,40","0,00","0,00","0,00","0,00","0,00","10,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","12:00","6,70","0,00","0,00","0,00","0,00","0,00","6,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","13:00","6,20","0,00","0,00","0,00","0,00","0,00","6,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","14:00","6,50","0,00","0,00","0,00","0,00","0,00","6,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","15:00","6,50","0,00","0,00","0,00","0,00","0,00","6,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","16:00","6,10","0,00","0,00","0,00","0,00","0,00","6,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","17:00","5,90","0,00","0,00","0,00","0,00","0,00","5,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","18:00","8,10","0,00","0,00","0,00","0,00","0,00","8,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","19:00","8,80","0,00","0,00","0,00","0,00","0,00","8,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","20:00","9,60","0,00","0,00","0,00","0,00","0,00","9,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","21:00","9,70","0,00","0,00","0,00","0,00","0,00","9,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","22:00","8,10","0,00","0,00","0,00","0,00","0,00","8,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"03.08.2021","23:00","6,40","0,00","0,00","0,00","0,00","0,00","6,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","00:00","5,00","0,00","0,00","0,00","0,00","0,00","5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","01:00","4,00","0,00","0,00","0,00","0,00","0,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","02:00","5,00","0,00","0,00","0,00","0,00","0,00","5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","03:00","6,00","0,00","0,00","0,00","0,00","0,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","04:00","5,00","0,00","0,00","0,00","0,00","0,00","5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","05:00","4,00","0,00","0,00","0,00","0,00","0,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","06:00","4,00","0,00","0,00","0,00","0,00","0,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","07:00","2,50","0,00","0,00","0,00","0,00","0,00","2,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","08:00","2,60","0,00","0,00","0,00","0,00","0,00","2,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","09:00","1,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","10:00","0,90","0,00","0,00","0,00","0,00","0,00","0,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","11:00","0,10","0,00","0,00","0,00","0,00","0,00","0,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","12:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","13:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","14:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","15:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","16:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","17:00","0,20","0,00","0,00","0,00","0,00","0,00","0,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","18:00","0,30","0,00","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","19:00","1,60","0,00","0,00","0,00","0,00","0,00","1,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","20:00","2,90","0,00","0,00","0,00","0,00","0,00","2,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","21:00","3,40","0,00","0,00","0,00","0,00","0,00","3,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","22:00","3,00","0,00","0,00","0,00","0,00","0,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"04.08.2021","23:00","2,50","0,00","0,00","0,00","0,00","0,00","2,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","00:00","2,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","01:00","1,40","0,00","0,00","0,00","0,00","0,00","1,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","02:00","1,30","0,00","0,00","0,00","0,00","0,00","1,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","03:00","0,90","0,00","0,00","0,00","0,00","0,00","0,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","04:00","0,60","0,00","0,00","0,00","0,00","0,00","0,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","05:00","0,40","0,00","0,00","0,00","0,00","0,00","0,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","06:00","0,60","0,00","0,00","0,00","0,00","0,00","0,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","07:00","0,90","0,00","0,00","0,00","0,00","0,00","0,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","08:00","0,50","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","09:00","0,70","0,00","0,00","0,00","0,00","0,00","0,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","10:00","0,20","0,00","0,00","0,00","0,00","0,00","0,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","11:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","12:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","13:00","0,10","0,00","0,00","0,00","0,00","0,00","0,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","14:00","0,30","0,00","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","15:00","0,40","0,00","0,00","0,00","0,00","0,00","0,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","16:00","0,30","0,00","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","17:00","0,80","0,00","0,00","0,00","0,00","0,00","0,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","18:00","3,40","0,00","0,00","0,00","0,00","0,00","3,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","19:00","6,50","0,00","0,00","0,00","0,00","0,00","6,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","20:00","8,40","0,00","0,00","0,00","0,00","0,00","8,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","21:00","9,20","0,00","0,00","0,00","0,00","0,00","9,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","22:00","9,50","0,00","0,00","0,00","0,00","0,00","9,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"05.08.2021","23:00","10,70","0,00","0,00","0,00","0,00","0,00","10,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","00:00","12,60","0,00","0,00","0,00","0,00","0,00","12,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","01:00","11,40","0,00","0,00","0,00","0,00","0,00","11,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","02:00","12,70","0,00","0,00","0,00","0,00","0,00","12,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","03:00","12,50","0,00","0,00","0,00","0,00","0,00","12,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","04:00","10,40","0,00","0,00","0,00","0,00","0,00","10,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","05:00","10,20","0,00","0,00","0,00","0,00","0,00","10,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","06:00","10,20","0,00","0,00","0,00","0,00","0,00","10,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","07:00","10,10","0,00","0,00","0,00","0,00","0,00","10,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","08:00","5,60","0,00","0,00","0,00","0,00","0,00","5,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","09:00","3,00","0,00","0,00","0,00","0,00","0,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","10:00","1,70","0,00","0,00","0,00","0,00","0,00","1,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","11:00","0,90","0,00","0,00","0,00","0,00","0,00","0,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","12:00","1,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","13:00","0,80","0,00","0,00","0,00","0,00","0,00","0,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","14:00","7,20","0,00","0,00","0,00","0,00","0,00","7,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","15:00","14,20","0,00","0,00","0,00","0,00","0,00","14,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","16:00","15,60","0,00","0,00","0,00","0,00","0,00","15,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","17:00","17,50","0,00","0,00","0,00","0,00","0,00","17,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","18:00","19,80","0,00","0,00","0,00","0,00","0,00","19,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","19:00","19,70","0,00","0,00","0,00","0,00","0,00","19,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","20:00","20,70","0,00","0,00","0,00","0,00","0,00","20,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","21:00","19,80","0,00","0,00","0,00","0,00","0,00","19,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","22:00","20,70","0,00","0,00","0,00","0,00","0,00","20,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"06.08.2021","23:00","21,20","0,00","0,00","0,00","0,00","0,00","21,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","00:00","20,60","0,00","0,00","0,00","0,00","0,00","20,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","01:00","20,10","0,00","0,00","0,00","0,00","0,00","20,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","02:00","17,80","0,00","0,00","0,00","0,00","0,00","17,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","03:00","17,50","0,00","0,00","0,00","0,00","0,00","17,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","04:00","14,70","0,00","0,00","0,00","0,00","0,00","14,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","05:00","9,40","0,00","0,00","0,00","0,00","0,00","9,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","06:00","10,00","0,00","0,00","0,00","0,00","0,00","10,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","07:00","15,70","0,00","0,00","0,00","0,00","0,00","15,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","08:00","13,30","0,00","0,00","0,00","0,00","0,00","13,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","09:00","13,30","0,00","0,00","0,00","0,00","0,00","13,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","10:00","13,00","0,00","0,00","0,00","0,00","0,00","13,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","11:00","16,00","0,00","0,00","0,00","0,00","0,00","16,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","12:00","19,00","0,00","0,00","0,00","0,00","0,00","19,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","13:00","16,00","0,00","0,00","0,00","0,00","0,00","16,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","14:00","13,00","0,00","0,00","0,00","0,00","0,00","13,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","15:00","11,00","0,00","0,00","0,00","0,00","0,00","11,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","16:00","7,00","0,00","0,00","0,00","0,00","0,00","7,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","17:00","8,00","0,00","0,00","0,00","0,00","0,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","18:00","7,00","0,00","0,00","0,00","0,00","0,00","7,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","19:00","5,20","0,00","0,00","0,00","0,00","0,00","5,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","20:00","7,50","0,00","0,00","0,00","0,00","0,00","7,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","21:00","6,10","0,00","0,00","0,00","0,00","0,00","6,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","22:00","7,60","0,00","0,00","0,00","0,00","0,00","7,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"07.08.2021","23:00","7,00","0,00","0,00","0,00","0,00","0,00","7,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","00:00","7,30","0,00","0,00","0,00","0,00","0,00","7,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","01:00","4,60","0,00","0,00","0,00","0,00","0,00","4,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","02:00","7,20","0,00","0,00","0,00","0,00","0,00","7,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","03:00","8,50","0,00","0,00","0,00","0,00","0,00","8,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","04:00","12,30","0,00","0,00","0,00","0,00","0,00","12,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","05:00","10,90","0,00","0,00","0,00","0,00","0,00","10,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","06:00","12,00","0,00","0,00","0,00","0,00","0,00","12,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","07:00","10,30","0,00","0,00","0,00","0,00","0,00","10,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","08:00","7,90","0,00","0,00","0,00","0,00","0,00","7,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","09:00","5,40","0,00","0,00","0,00","0,00","0,00","5,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","10:00","5,70","0,00","0,00","0,00","0,00","0,00","5,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","11:00","7,20","0,00","0,00","0,00","0,00","0,00","7,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","12:00","7,80","0,00","0,00","0,00","0,00","0,00","7,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","13:00","7,00","0,00","0,00","0,00","0,00","0,00","7,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","14:00","5,90","0,00","0,00","0,00","0,00","0,00","5,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","15:00","3,50","0,00","0,00","0,00","0,00","0,00","3,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","16:00","2,10","0,00","0,00","0,00","0,00","0,00","2,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","17:00","1,40","0,00","0,00","0,00","0,00","0,00","1,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","18:00","2,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","19:00","2,20","0,00","0,00","0,00","0,00","0,00","2,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","20:00","3,10","0,00","0,00","0,00","0,00","0,00","3,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","21:00","6,40","0,00","0,00","0,00","0,00","0,00","6,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","22:00","5,60","0,00","0,00","0,00","0,00","0,00","5,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"08.08.2021","23:00","2,20","0,00","0,00","0,00","0,00","0,00","2,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","00:00","0,30","0,00","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","01:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","02:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","03:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","04:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","05:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","06:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","07:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","08:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","09:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","10:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","11:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","12:00","0,30","0,00","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","13:00","0,40","0,00","0,00","0,00","0,00","0,00","0,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","14:00","0,20","0,00","0,00","0,00","0,00","0,00","0,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","15:00","0,20","0,00","0,00","0,00","0,00","0,00","0,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","16:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","17:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","18:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","19:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","20:00","0,40","0,00","0,00","0,00","0,00","0,00","0,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","21:00","1,80","0,00","0,00","0,00","0,00","0,00","1,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","22:00","2,30","0,00","0,00","0,00","0,00","0,00","2,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"09.08.2021","23:00","0,30","0,00","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"10.08.2021","00:00","0,30","0,00","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"10.08.2021","01:00","0,40","0,00","0,00","0,00","0,00","0,00","0,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"10.08.2021","02:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"10.08.2021","03:00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
